session_id,epoch_start_time_original_s,epoch_start_time_trimmed_s,meditation_state,LF_abs_theta_power,LF_rel_theta_power,LF_sef95,LF_abs_alpha_power,LF_abs_delta_power,LF_rel_delta_power,LF_rel_alpha_power,LF_alpha_theta_ratio,RF_abs_theta_power,RF_rel_theta_power,RF_sef95,RF_abs_alpha_power,RF_abs_delta_power,RF_rel_delta_power,RF_rel_alpha_power,RF_alpha_theta_ratio,OTEL_abs_theta_power,OTEL_rel_theta_power,OTEL_sef95,OTEL_abs_alpha_power,OTEL_abs_delta_power,OTEL_rel_delta_power,OTEL_rel_alpha_power,OTEL_alpha_theta_ratio,LF_RF_theta_coherence,LF_RF_theta_plv,LF_OTEL_theta_coherence,LF_OTEL_theta_plv,RF_OTEL_theta_coherence,RF_OTEL_theta_plv,LF_RF_alpha_coherence,LF_RF_alpha_plv,LF_OTEL_alpha_coherence,LF_OTEL_alpha_plv,RF_OTEL_alpha_coherence,RF_OTEL_alpha_plv,LF_abs_alpha_power_smoothed,LF_abs_theta_power_smoothed,LF_alpha_theta_ratio_smoothed,LF_rel_alpha_power_smoothed,LF_rel_theta_power_smoothed,OTEL_abs_alpha_power_smoothed,OTEL_abs_theta_power_smoothed,OTEL_alpha_theta_ratio_smoothed,OTEL_rel_alpha_power_smoothed,OTEL_rel_theta_power_smoothed,RF_abs_alpha_power_smoothed,RF_abs_theta_power_smoothed,RF_alpha_theta_ratio_smoothed,RF_rel_alpha_power_smoothed,RF_rel_theta_power_smoothed,heart_rate...87,heart_rate...88,hr_min,hr_max,hr_std,stillness_score,movement_intensity,accel_magnitude_mean,accel_magnitude_std,accel_jerk_mean,movement_count
session_20250515_011129,62,32,0,0,0,8.674326,0,0,0,0,0,0,0,14.443378,0,0,0,0,0,0,0,6.208398,0,0,0,0,0,0,0,0.508521,0.300774,0.297563,0.216223,0,0,0.209666,0.204309,0.339308,0.54503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,62,62,62,0,0,1.280741,34.128788,1.280741,13.977047,0
session_20250515_011129,64,34,0,0,0,6.903488,0,0,0,0,0,0,0,19.337819,0,0,0,0,0,0,0,4.491411,0,0,0,0,0,0,0,0.215061,0.150652,0.086201,0.102326,0,0,0.1855,0.118013,0.331308,0.358605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,62,62,62,0,0,1.775981,33.349595,1.775981,14.842638000000001,0
session_20250515_011129,66,36,0,0,0,3.973608,0,0,0,0,0,0,0,11.245879,0,0,0,0,0,0,0,10.907725,0,0,0,0,0,0,0,0.119353,0.195024,0.102847,0.310561,0,0,0.129279,0.174041,0.064126,0.140644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,63,63,63,0,0,7.05921,38.981796,7.05921,19.153163,0
session_20250515_011129,68,38,0,0,0,5.93395,0,0,0,0,0,0,0,12.970551,0,0,0,0,0,0,0,13.112286,0,0,0,0,0,0,0,0.246877,0.325074,0.152368,0.120618,0,0,0.135328,0.171996,0.09521,0.155465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,63,63,63,0,0,3.919367,44.472535,3.919367,16.54749,0
session_20250515_011129,70,40,0,0,0,4.470881,0,0,0,0,0,0,0,18.491601,0,0,0,0,0,0,0,3.9024,0,0,0,0,0,0,0,0.230655,0.451283,0.228584,0.225737,0,0,0.153007,0.077485,0.083693,0.057003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,65,65,0,0,4.537216,40.063046,4.537216,14.070722,0
session_20250515_011129,72,42,0,0,0,11.621499,0,0,0,0,0,0,0,14.621543,0,0,0,0,0,0,0,7.696739,0,0,0,0,0,0,0,0.065138,0.134701,0.138275,0.121075,0,0,0.107614,0.163006,0.195162,0.006305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,65,65,0,0,5.851792,39.72336,5.851792,15.086687,0
session_20250515_011129,74,44,0,0,0,2.801705,0,0,0,0,0,0,0,15.981699,0,0,0,0,0,0,0,5.124292,0,0,0,0,0,0,0,0.286592,0.197892,0.202697,0.573402,0,0,0.218477,0.249,0.206667,0.196908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,65,65,0,0,6.944997,48.241714,6.944997,14.538335,0
session_20250515_011129,76,46,0,0,0,2.586893,0,0,0,0,0,0,0,11.381735,0,0,0,0,0,0,0,6.868451,0,0,0,0,0,0,0,0.262026,0.19275,0.138832,0.372841,0,0,0.13076,0.170845,0.227771,0.282959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,65,65,0,0,2.894063,51.753454,2.894063,14.524343,0
session_20250515_011129,78,48,0,0,0,1.638297,0,0,0,0,0,0,0,9.680281,0,0,0,0,0,0,0,9.939472,0,0,0,0,0,0,0,0.089113,0.187582,0.108732,0.024578,0,0,0.287925,0.259643,0.289722,0.16569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,65,65,0,0,6.365515,55.985901,6.365515,16.234738,0
session_20250515_011129,80,50,0,0,0,7.678199,0,0,0,0,0,0,0,6.128088,0,0,0,0,0,0,0,2.341322,0,0,0,0,0,0,0,0.193878,0.156023,0.043252,0.049775,0,0,0.132115,0.063415,0.212833,0.05467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,65,65,0,0,2.837495,61.601301,2.837495,17.310561,0
session_20250515_011129,82,52,0,0,0,6.333296,0,0,0,0,0,0,0,13.660332,0,0,0,0,0,0,0,2.64508,0,0,0,0,0,0,0,0.100613,0.104422,0.21604,0.185805,0,0,0.140091,0.126463,0.327883,0.071108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,65,65,0,0,4.407549,57.737171,4.407549,16.373235,0
session_20250515_011129,84,54,0,0,0,3.600026,0,0,0,0,0,0,0,8.891712,0,0,0,0,0,0,0,1.210564,0,0,0,0,0,0,0,0.096191,0.059706,0.2774,0.109294,0,0,0.194464,0.195842,0.138857,0.098606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,65,65,0,0,2.802837,54.591106,2.802837,16.954427,0
session_20250515_011129,86,56,0,0,0,10.30881,0,0,0,0,0,0,0,13.176117,0,0,0,0,0,0,0,2.790153,0,0,0,0,0,0,0,0.214777,0.26596,0.178241,0.161324,0,0,0.16614,0.160135,0.09047,0.204796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,68,68,68,0,0,6.802046,61.134128,6.802046,15.174227,0
session_20250515_011129,88,58,0,0,0,9.495366,0,0,0,0,0,0,0,11.846667,0,0,0,0,0,0,0,10.08335,0,0,0,0,0,0,0,0.210915,0.289381,0.23346,0.404207,0,0,0.171351,0.369011,0.126645,0.035078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,68,68,68,0,0,3.117399,68.388584,3.117399,15.965987,0
session_20250515_011129,90,60,0,0,0,7.389375,0,0,0,0,0,0,0,5.274101,0,0,0,0,0,0,0,4.902937,0,0,0,0,0,0,0,0.396721,0.360756,0.168807,0.204524,0,0,0.43608,0.424979,0.156455,0.182277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,69,69,69,0,0,16.661224,59.414309,16.661224,85.944755,0
session_20250515_011129,92,62,0,0,0,1.315749,0,0,0,0,0,0,0,3.332319,0,0,0,0,0,0,0,13.353793,0,0,0,0,0,0,0,0.311542,0.28378,0.090087,0.163449,0,0,0.358483,0.317774,0.202397,0.122959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,69,69,69,0,0,17.984578,36.994549,17.984578,93.681333,0
session_20250515_011129,94,64,0,-1.522961,0.051083,7.960281,-0.047097,-0.720914,-0.912278,2.526282,3.801656,1.43226,2.755544,5.227452,-2.780598,-0.362444,-0.710435,-2.464726,-2.646587,-1.24354,3.141206,6.26249,-0.95258,-2.299484,-3.107932,3.475866,0.870983,0,0,0.355932,0.270244,0.210683,0.407888,0,0,0.313896,0.358825,0.184387,0.109435,-0.047097,-1.522961,3.801656,2.526282,0.051083,-0.95258,-1.24354,0.870983,3.475866,3.141206,-2.780598,1.43226,-2.646587,-2.464726,2.755544,69,69,69,69,0,0,3.857128,22.466207,3.857128,23.436339,0
session_20250515_011129,96,66,0,0.936029,3.554439,6.782698,5.153638,-0.681403,-4.068181,4.12607,1.584376,0.094167,4.164586,10.504085,-2.689958,-0.718354,-3.043123,-0.646944,-2.256796,0.42942,4.839312,5.930993,-0.572585,-2.021574,-3.845428,1.48501,-0.576066,0,0,0.214332,0.345986,0.186887,0.093386,0,0,0.270449,0.201458,0.148221,0.061064,2.553271,-0.293466,2.693016,3.326176,1.802761,-0.762583,-0.40706,0.147459,2.480438,3.990259,-2.735278,0.763214,-2.451692,-1.555835,3.460065,72,72,72,72,0,0,3.884771,17.146164,3.884771,15.089117,0
session_20250515_011129,98,68,0,0.620231,2.205206,8.230952,2.800868,-0.5324,-2.133878,2.077175,0.868356,-0.348211,2.596609,12.138572,-2.771176,-0.610754,-1.185541,-1.364571,-2.173617,-0.285146,1.373514,13.950281,1.496617,-1.478679,-1.894697,1.730286,0.585506,0,0,0.211031,0.451213,0.134486,0.263257,0,0,0.102557,0.06031,0.091848,0.154476,2.635803,0.0111,2.084796,2.909842,1.936909,-0.009516,-0.366422,0.293475,2.230387,3.118011,-2.747244,0.392739,-2.359,-1.49208,3.172246,72,72,72,72,0,0,4.405404,17.587158,4.405404,15.776472,0
session_20250515_011129,100,70,0,-0.892795,1.11771,8.666311,3.220738,-0.691082,-2.185145,4.342936,4.353953,-0.162161,2.891694,8.420324,-2.833039,-0.625771,-1.528535,-1.852081,-2.328518,-1.198399,2.174994,8.998255,-1.408616,-2.098608,-2.647142,2.180785,0.464604,0,0,0.292967,0.302353,0.197367,0.21896,0,0,0.227106,0.173997,0.191865,0.113731,3.725081,0.221155,2.268895,3.515394,2.292452,-0.161528,-0.351375,0.158015,1.798694,2.79594,-2.764724,-0.138735,-2.252977,-1.287865,3.21763,74,74,74,74,0,0,2.436648,21.055881,2.436648,14.542803,0
session_20250515_011129,102,72,0,-0.481085,1.909006,5.964156,-0.516364,-0.649479,-1.560378,0.738771,-0.108629,-0.392041,3.313044,7.1023250000000004,-2.97189,-0.672576,-1.776306,-2.219212,-2.429446,-1.524276,0.074677,5.7658,0.606627,-1.86888,-1.733246,3.141146,3.168136,0,0,0.077831,0.168588,0.114159,0.370823,0,0,0.286255,0.293544,0.06086,0.132066,1.83508,-0.251216,1.70456,2.386294,1.743974,0.231543,-1.002607,1.406082,2.350739,1.207729,-2.858702,-0.300804,-2.310527,-1.811955,2.933783,74,74,74,74,0,0,2.155828,20.155623,2.155828,12.229757,0
session_20250515_011129,104,74,0,0.409213,3.390608,11.489977,0.221102,-0.665823,-2.509056,1.179209,-0.318996,-0.030321,4.015118,7.17843,-2.825506,-0.71904,-2.796743,-2.088992,-2.406952,-0.196681,3.160626,8.502932,-0.245879,-1.841713,-2.947905,1.702289,-0.143148,0,0,0.195738,0.406027,0.220064,0.368707,0,0,0.396872,0.257996,0.150576,0.098154,0.975159,-0.321556,1.308776,2.086972,2.139108,-0.349289,-0.973119,1.163198,2.341406,1.803433,-2.876812,-0.194841,-2.388305,-2.053428,3.406619,74,74,74,74,0,0,3.056796,21.303951,3.056796,13.584109,0
session_20250515_011129,106,76,0,-1.698594,0.725094,14.781325,-0.723031,-0.827245,-2.502537,3.108968,3.419503,0.192709,2.743564,6.785587,-2.739047,-0.593989,-1.296628,-2.566446,-2.384737,-0.857638,1.978105,11.978848,-0.978594,-1.821295,-2.142279,1.578832,0.184991,0,0,0.155742,0.07154,0.148908,0.008184,0,0,0.130834,0.1272,0.095186,0.099564,-0.339431,-0.590155,0.997292,1.675649,2.008236,-0.205948,-0.859532,1.069993,2.140755,1.737803,-2.845481,-0.076551,-2.407045,-2.29155,3.357242,70,70,70,70,0,0,3.2784,25.616652,3.2784,17.373552,0
session_20250515_011129,108,78,0,-1.45081,2.06867,13.12606,-0.686265,-0.832388,-3.021236,3.062235,1.835568,0.491048,2.09181,12.237228,-2.085398,-0.508349,-0.964959,-1.533717,-1.978112,-1.015547,1.240742,12.918285,1.494251,-1.747939,-2.04208,3.219424,1.815526,0,0,0.144521,0.372352,0.143952,0.20197,0,0,0.165606,0.064954,0.167152,0.068842,-0.396065,-0.913397,1.645358,2.450137,2.061457,0.089926,-0.689956,0.619123,2.166848,2.126491,-2.549984,0.217812,-2.2566,-2.063052,2.950164,70,70,70,70,0,0,2.642399,26.109985000000002,2.642399,14.699001,0
session_20250515_011129,110,80,0,-1.778836,-1.283679,1.967521,-1.148097,-0.611021,0.352474,0.33135,3.544825,-0.191303,3.534035,11.76054,-2.620137,-0.714672,-2.662841,-2.1498,-2.252312,-1.267156,2.161308,11.711629,-1.743092,-1.96231,-2.528846,1.966999,0.379269,0,0,0.207751,0.189564,0.119287,0.106972,0,0,0.031762,0.291582,0.097325,0.325327,-0.852464,-1.642746,2.933299,2.167518,0.503361,-0.409145,-1.046781,0.793262,2.255085,1.793385,-2.481527,0.164151,-2.205054,-2.083321,2.789803,70,70,70,70,0,0,2.377223,24.05233,2.377223,12.810948,0
session_20250515_011129,112,82,0,-1.282796,-0.651718,1.368639,-0.055323,-0.495971,-0.001665,0.592131,2.039721,-0.267529,2.033485,13.801138,-2.406955,-0.58999,-1.013416,-2.072797,-2.071266,1.327584,3.342072,6.114747,-0.342665,-1.290533,-2.107284,0.383712,-0.826286,0,0,0.384062,0.170179,0.192906,0.323484,0,0,0.261187,0.370891,0.275751,0.391496,-0.629895,-1.504147,2.473371,1.328572,0.044424,-0.197169,-0.318373,0.45617,1.856712,2.24804,-2.37083,0.010739,-2.100563,-1.918771,2.55311,70,70,70,70,0,0,6.3749,29.209107,6.3749,14.595556,0
session_20250515_011129,114,84,0,-1.2249,-0.016166,6.931413,2.789324,-0.646538,-1.388299,3.517366,5.005667,-0.292448,2.73789,5.736849,-2.466714,-0.659013,-1.7424789999999999,-2.230843,-2.14095,-0.817613,1.311904,12.587024,5.163093,-1.736044,-2.989717,5.190335,3.446618,0,0,0.138346,0.277097,0.113616,0.162516,0,0,0.1037,0.144623,0.148453,0.239598,0.528635,-1.428844,3.530071,1.480282,-0.650521,1.025779,-0.252395,0.999867,2.513682,2.271761,-2.497936,-0.250426,-2.154843,-2.151146,2.76847,70,70,70,70,0,0,2.889926,34.956665,2.889926,15.361353,0
session_20250515_011129,116,86,0,-0.434739,-1.060938,9.659459,4.450569,0.260001,0.471677,0.698899,3.117809,-0.99656,0.749199,6.132655,-2.259115,-0.496049,0.66104,-1.953932,-1.779106,0.589411,-0.521889,7.041188,5.514484,1.003366,0.108877,0.602722,1.373418,0,0,0.205133,0.433967,0.214884,0.300731,0,0,0.245878,0.243516,0.152689,0.037436,2.394857,-0.980812,3.387732,1.602799,-0.576274,3.44497,0.366461,1.33125,2.058923,1.377362,-2.377595,-0.518845,-1.997107,-2.085857,1.840192,70,70,70,70,0,0,2.593901,34.514459,2.593901,14.602472,0
session_20250515_011129,118,88,0,-0.831056,0.872805,7.38014,1.485503,-0.652607,-1.728775,2.386606,1.94209,-0.174857,2.732524,5.674043,-2.239358,-0.65755,-1.891161,-1.860045,-1.989986,0.434184,1.633887,3.870522,1.208798,-1.068714,-1.284989,0.959615,0.008782,0,0,0.311766,0.184075,0.24512,0.423157,0,0,0.258526,0.22594,0.204254,0.147647,2.908465,-0.830232,3.355189,2.200957,-0.0681,3.962125,0.068661,1.609606,2.250891,0.807968,-2.321729,-0.487955,-1.970014,-2.01494,2.073204,70,70,70,70,0,0,5.739233,38.635429,5.739233,14.15282,0
session_20250515_011129,120,90,0,0.394134,1.771845,6.393181,4.495417,-0.567655,-2.453898,3.11505,1.798619,-0.934634,0.572643,9.727935,-1.792393,-0.481817,0.351146,-0.954468,-1.270226,1.490786,0.738694,7.715832,2.376243,0.07103,-0.609607,0.276444,-0.137331,0,0,0.266499,0.284511,0.232865,0.318315,0,0,0.07573,0.208561,0.134821,0.180118,3.477163,-0.290554,2.286173,2.066851,0.527904,3.033175,0.838127,0.414956,0.612927,0.616898,-2.096956,-0.702017,-1.679773,-1.589482,1.351455,70,70,70,70,0,0,3.473003,44.873907,3.473003,13.692056,0
session_20250515_011129,126,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,70,70,0,0,7.083071,68.785095,7.083071,48.956767,0
session_20250515_011129,128,98,0,-0.165233,0.818724,7.06975,2.62786,-0.500182,-1.512568,1.920476,1.610033,-0.298586,1.317897,5.290915,-2.011095,-0.489125,-0.129299,-1.832077,-1.786041,-0.628226,0.032723,13.951139,3.915049,-1.098421,-1.576533,2.426654,2.785636,0,0,0.170684,0.222143,0.103668,0.199767,0,0,0.081903,0.056724,0.071609,0.122353,2.869593,-0.200718,1.783581,2.474044,1.154458,2.50003,0.432248,0.885695,1.220904,0.801768,-2.014282,-0.469359,-1.682084,-1.548863,1.541021,70,70,70,70,0,0,7.904038,71.757792,7.904038,35.009031,0
session_20250515_011129,130,100,0,-0.584112,2.040344,6.251827,0.719034,-0.6907,-1.915712,2.132115,0.891313,-0.752339,1.501201,8.13138,-2.21478,-0.565623,-0.237973,-2.282307,-1.934407,-1.614117,-0.185019,8.03625,-0.119492,-1.678069,-1.273976,2.230507,2.906738,0,0,0.281141,0.261982,0.21006,0.392923,0,0,0.317183,0.260553,0.190648,0.279096,2.614104,-0.118404,1.433322,2.389214,1.543637,2.057267,-0.250519,1.851681,1.644535,0.195466,-2.00609,-0.661853,-1.663558,-1.689617,1.13058,70,70,70,70,0,0,1.974111,77.727292,1.974111,13.567482,0
session_20250515_011129,132,102,0,-1.380565,-0.323778,7.861625,-0.728939,-0.609975,-0.135243,0.450399,1.067788,0.191061,2.869931,9.204342,-1.945487,-0.660577,-2.326065,-1.527239,-1.823318,-0.394335,0.669018,9.604366,1.945275,-1.074133,-0.919276,1.623729,1.132993,0,0,0.165738,0.235144,0.341454,0.441048,0,0,0.110542,0.268454,0.136338,0.407987,0.872652,-0.70997,1.189711,1.500997,0.845097,1.913611,-0.878892,2.275122,2.09363,0.172241,-2.057121,-0.286621,-1.847922,-1.880541,1.896343,70,70,70,70,0,0,2.602501,75.842095,2.602501,11.470972,0
session_20250515_011129,134,104,0,-0.354332,2.574009,10.780712,1.370482,-0.712872,-2.626457,2.770357,1.054277,-0.727742,1.287741,5.283685,-1.825083,-0.554329,-0.359146,-1.206861,-1.51916,1.061231,2.733085,7.533417,0.128821,-1.182788,-1.84499,0.468422,-0.610354,0,0,0.303648,0.290812,0.166536,0.291297,0,0,0.153516,0.083365,0.079165,0.1956,0.453526,-0.773003,1.004459,1.78429,1.430192,0.651535,-0.31574,1.143125,1.4408859999999999,1.072361,-1.995117,-0.429673,-1.758962,-1.672136,1.886291,70,70,70,70,0,0,1.535208,74.526244,1.535208,8.409537,0
session_20250515_011129,136,106,0,-0.851015,-1.498901,2.1654,2.531967,0.595008,1.047559,-0.0137,3.19971,-0.831112,1.612496,8.817457,-2.022022,-0.591615,-0.514221,-1.884131,-1.758093,-0.341993,0.59192,5.334335,-0.268602,-0.917795,-0.379801,0.241234,-0.100778,0,0,0.236766,0.222139,0.191848,0.170961,0,0,0.140464,0.141059,0.163771,0.225433,1.057837,-0.861971,1.773925,1.069019,0.250443,0.601831,0.108301,0.14062,0.777795,1.331341,-1.930864,-0.455931,-1.70019,-1.539411,1.923389,70,70,70,70,0,0,1.403771,74.895136,1.403771,11.987653,0
